1.662808467741936056e+02 1.477778316532259737e+02
1.790284274193548981e+02 1.398105937500001801e+02
1.933694556451613380e+02 1.461843840725808263e+02
1.784972782258064967e+02 1.514958760080646698e+02
1.710611895161290477e+02 1.414040413306453274e+02
1.864645161290322903e+02 1.403417429435485815e+02
1.859333669354838889e+02 1.499024284274195224e+02
1.715923387096774491e+02 1.509647268145163252e+02
2.289564516129032654e+02 1.398105937500001801e+02
2.432974798387097053e+02 1.307810574596775837e+02
2.592319556451613494e+02 1.366236985887098854e+02
2.432974798387097053e+02 1.440597872983872776e+02
2.342679435483871657e+02 1.334368034274195338e+02
2.517958669354839003e+02 1.323745050403227879e+02
2.517958669354839003e+02 1.429974889112904748e+02
2.353302419354839117e+02 1.440597872983872776e+02
2.039924395161290818e+02 1.668992026209679125e+02
2.008055443548387302e+02 1.796467832661292050e+02
2.178023185483871202e+02 1.769910372983872549e+02
1.928383064516129366e+02 1.817713800403227538e+02
2.326744959677419615e+02 1.748664405241937061e+02
1.970875000000000341e+02 1.594631139112905203e+02
2.247072580645161679e+02 1.568073679435485701e+02
2.055858870967742291e+02 1.339679526209679352e+02
1.986809475806451815e+02 1.467155332661292277e+02
2.156777217741935715e+02 1.440597872983872776e+02
2.103662298387097280e+02 1.849582752016130485e+02
1.880579637096774377e+02 2.168272268145162798e+02
1.912448588709677892e+02 2.062042429435485360e+02
2.013366935483871316e+02 1.987681542338711438e+02
2.098350806451613266e+02 1.987681542338711438e+02
2.178023185483871202e+02 1.966435574596775950e+02
2.310810483870968142e+02 2.014239002016130371e+02
2.464843750000000568e+02 2.088599889112904862e+02
2.257695564516129707e+02 2.301059566532259169e+02
2.061170362903226305e+02 2.301059566532259169e+02
2.363925403225806576e+02 2.205452711693549759e+02
1.960252016129032882e+02 2.242633155241936720e+02
2.401105846774194106e+02 6.013821471774213023e+01
2.677303427419355444e+02 7.819728729838732306e+01
2.884451612903226305e+02 1.042235977822582527e+02
3.006615927419355216e+02 1.403417429435485815e+02
3.245633064516129593e+02 1.387482953629034341e+02
3.362485887096775059e+02 1.520270252016130712e+02
3.266879032258065081e+02 1.791156340725808036e+02
3.171272177419355103e+02 1.934566622983872435e+02
3.011927419354839230e+02 1.929255131048388421e+02
2.953501008064516782e+02 2.194829727822582299e+02
2.459532258064516554e+02 2.582568639112904521e+02
2.071793346774193765e+02 2.646306542338710983e+02
1.662808467741936056e+02 2.370108961693549645e+02
1.545955645161290590e+02 1.886763195564517446e+02
1.524709677419355103e+02 1.530893235887098740e+02
1.705300403225807031e+02 1.217515211693550441e+02
1.949629032258064854e+02 9.200716633064536154e+01
2.183334677419355216e+02 6.491855745967762914e+01
1.795595766129032427e+02 2.497584768145162570e+02
2.772910282258064854e+02 2.396666421370969147e+02
2.305498991935484128e+02 2.295777116935505546e+01
2.714483870967742405e+02 3.464305342741954519e+01
3.006615927419355216e+02 4.632833568548414860e+01
3.213764112903226078e+02 7.660383971774211886e+01
3.404977822580646034e+02 1.132531340725808491e+02
3.622748991935484355e+02 1.499024284274195224e+02
1.901825604838709864e+02 3.198730745967759503e+01
1.588447580645161565e+02 5.854476713709698288e+01
1.402545362903226192e+02 9.147601713709696014e+01
1.296315524193548754e+02 1.233449687500001914e+02
1.121036290322580840e+02 1.690237993951614612e+02
2.432974798387097053e+02 3.735162389112904293e+02
2.926943548387097280e+02 3.501456743951613362e+02
1.859333669354838889e+02 3.443030332661290913e+02
5.951985887096776651e+01 3.108406340725807695e+02
3.774274193548387757e+01 3.379292429435485019e+02
2.765090725806453520e+01 3.889195655241936151e+02
1.490332661290324268e+01 4.659361985887097148e+02
1.051986895161290363e+02 3.071225897177420165e+02
1.333495967741935715e+02 2.975619042338710756e+02
1.832776209677419956e+02 2.911881139112904293e+02
4.408849798387097962e+02 3.294308558467743069e+02
4.594752016129033336e+02 3.464276300403226969e+02
4.685047379032258732e+02 3.862638195564517218e+02
4.727539314516129707e+02 4.298180534274193860e+02
4.716916330645161679e+02 4.669984969758064608e+02
3.978618951612903629e+02 3.235882147177420620e+02
3.521830645161290931e+02 3.145586784274194656e+02
3.134091733870968142e+02 3.002176502016130257e+02
3.038484879032258732e+02 2.582568639112904521e+02
1.859333669354838889e+02 2.704732953629033432e+02
1.699988911290323017e+02 2.014239002016130371e+02
2.215203629032258732e+02 9.200716633064536154e+01
2.703860887096774377e+02 1.908009163306452933e+02
9.776260080645164408e+01 2.120468840725807809e+02
1.014806451612903402e+02 2.518830735887098058e+02
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.170000000000000000e+02
0.000000000000000000e+00 2.340000000000000000e+02
0.000000000000000000e+00 3.510000000000000000e+02
0.000000000000000000e+00 4.680000000000000000e+02
1.190000000000000000e+02 4.680000000000000000e+02
2.390000000000000000e+02 4.680000000000000000e+02
3.590000000000000000e+02 4.680000000000000000e+02
4.790000000000000000e+02 4.680000000000000000e+02
4.790000000000000000e+02 3.510000000000000000e+02
4.790000000000000000e+02 2.340000000000000000e+02
4.790000000000000000e+02 1.170000000000000000e+02
4.790000000000000000e+02 0.000000000000000000e+00
3.590000000000000000e+02 0.000000000000000000e+00
2.390000000000000000e+02 0.000000000000000000e+00
1.190000000000000000e+02 0.000000000000000000e+00
