3.175508966178213655e+02 1.833852934500240508e+02
3.637159953592776560e+02 2.295503921914803414e+02
2.971317183283311465e+02 2.899201366995384888e+02
2.536299906681127254e+02 2.570718933642715456e+02
2.758247496784281907e+02 2.046922620999268929e+02
3.184386869782339886e+02 2.206724885873541098e+02
4.276369013089864097e+02 2.029166813791016466e+02
4.897822265378698035e+02 1.842730838104366740e+02
5.359473252793261508e+02 2.659497969683977772e+02
4.915578072586950498e+02 2.943590885016016045e+02
4.507194506797144982e+02 2.517451512017958066e+02
4.773531614920930792e+02 2.206724885873541098e+02
3.912374965320688602e+02 2.490817801205579372e+02
4.152078362632096855e+02 2.739399102121112719e+02
3.654915760801029023e+02 2.810422330954122572e+02
3.930130772528941066e+02 2.890323463391258656e+02
3.424090267093748139e+02 3.183294282327423730e+02
3.930130772528941066e+02 3.147782667910918803e+02
4.320758531110494118e+02 3.254317511160433014e+02
4.338514338318746582e+02 3.547288330096598088e+02
3.583892531968019171e+02 3.502898812075966930e+02
3.956764483341319760e+02 3.627189462533734172e+02
2.784881207596660602e+02 7.773824056092212231e+01
3.237654291407097276e+02 8.306498272339786126e+01
3.406334459885495676e+02 1.132498549774270487e+02
2.474154581452243633e+02 9.549404776917458548e+01
2.394253449015107549e+02 1.256789200232036592e+02
2.491910388660496096e+02 1.532004211959949771e+02
4.951089687003455424e+02 7.773824056092212231e+01
4.729142096900300771e+02 9.904520921082507812e+01
4.675874675275543382e+02 1.407713561502182529e+02
5.288450023960251656e+02 8.484056344422310758e+01
5.554787132084038603e+02 1.114742742566018023e+02
5.581420842896416161e+02 1.594149537188832255e+02
5.403862770813891530e+02 1.736195994854851961e+02
4.018909808570203381e+02 1.194643875003152971e+02
3.717061086029912644e+02 1.105864838961891792e+02
4.516072410401271213e+02 1.292300814648541518e+02
2.083526822870690012e+02 1.860486645312619203e+02
1.843823425559282327e+02 2.304381825518929645e+02
1.843823425559282327e+02 3.094515246286161414e+02
2.198939569724331022e+02 3.760358016595627078e+02
2.864782340033796686e+02 4.062206739135917815e+02
3.894619158112436139e+02 4.142107871573053899e+02
5.173037277106609508e+02 4.026695124719412888e+02
5.643566168125298645e+02 3.662701076950238530e+02
5.856635854624328203e+02 3.147782667910918803e+02
5.723467300562435867e+02 2.428672475976695750e+02
5.572542939292291067e+02 2.020288910186890234e+02
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.300000000000000000e+02
0.000000000000000000e+00 2.600000000000000000e+02
0.000000000000000000e+00 3.900000000000000000e+02
0.000000000000000000e+00 5.200000000000000000e+02
2.000000000000000000e+02 5.200000000000000000e+02
4.000000000000000000e+02 5.200000000000000000e+02
6.000000000000000000e+02 5.200000000000000000e+02
8.000000000000000000e+02 5.200000000000000000e+02
8.000000000000000000e+02 3.900000000000000000e+02
8.000000000000000000e+02 2.600000000000000000e+02
8.000000000000000000e+02 1.300000000000000000e+02
8.000000000000000000e+02 0.000000000000000000e+00
6.000000000000000000e+02 0.000000000000000000e+00
4.000000000000000000e+02 0.000000000000000000e+00
2.000000000000000000e+02 0.000000000000000000e+00
